donor,country_code_WB,region,project_size_USD_calculated,startyear,completion_year,evalyear,eval_lag,project_duration,external_evaluator,success,Grouped Category
WB,GHA,Sub-Saharan Africa,30000000,1996,2004,2005,405,2941,independent eval office,0,Government and Civil Society
WB,GHA,Sub-Saharan Africa,5500000,1999,2005,2006,264,2397,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,27800000,2000,2005,2006,271,1829,independent eval office,0,Health
WB,GHA,Sub-Saharan Africa,125000000,2005,2005,2007,839,6,independent eval office,1,Health
WB,GHA,Sub-Saharan Africa,414300000,1995,2006,2007,360,4336,independent eval office,0,Infrastructure and Basic Services
WB,GHA,Sub-Saharan Africa,46000000,1999,2006,2010,1372,2632,independent eval office,0,Education
WB,GHA,Sub-Saharan Africa,5500000,2003,2006,2007,399,1208,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,140000000,2006,2006,2010,1464,12,independent eval office,0,Government and Civil Society
WB,GHA,Sub-Saharan Africa,123730000,2000,2007,2008,303,2463,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,10000000,1998,2007,2008,423,3303,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,22960000,2000,2007,2014,2342,2762,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,1112999936,2003,2007,2008,265,1605,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,110000000,2007,2007,2010,1098,35,independent eval office,0,Infrastructure and Basic Services
WB,GHA,Sub-Saharan Africa,26000000,2008,2008,2017,3122,76,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,100000000,2008,2008,2010,741,16,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,1191000064,2001,2008,2009,269,2528,independent eval office,1,Health
WB,GHA,Sub-Saharan Africa,22000000,2008,2008,2014,2142,76,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,28100000,2002,2009,2010,410,2545,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,27937600,2009,2009,2014,1700,126,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,50500000,1998,2009,2013,1441,4193,independent eval office,0,Infrastructure and Basic Services
WB,GHA,Sub-Saharan Africa,10000000,2010,2010,2014,1324,164,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,25000000,2010,2010,2017,2307,161,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,300000000,2009,2010,2016,2192,362,independent eval office,0,Government and Civil Society
WB,GHA,Sub-Saharan Africa,31000000,2004,2010,2016,2211,2103,independent eval office,0,Infrastructure and Basic Services
WB,GHA,Sub-Saharan Africa,88001800,2004,2011,2012,381,2792,independent eval office,0,Education
WB,GHA,Sub-Saharan Africa,215000000,2011,2011,2015,1733,21,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,73960000,2004,2011,2014,1092,2461,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,57000000,2011,2011,2017,1993,118,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,35300000,2005,2011,2013,559,2053,independent eval office,0,Health
WB,GHA,Sub-Saharan Africa,55054800,2003,2011,2013,713,2891,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,50000000,2012,2012,2017,1632,124,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,100000000,2012,2012,2016,1610,4,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,80930000,2004,2012,2016,1235,3168,independent eval office,0,Infrastructure and Basic Services
WB,GHA,Sub-Saharan Africa,118900000,2006,2013,2015,507,2885,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,7400000,2010,2013,2016,1094,912,independent eval office,0,Government and Civil Society
WB,GHA,Sub-Saharan Africa,37800000,2005,2013,2014,377,2754,independent eval office,0,Social Services and Welfare
WB,GHA,Sub-Saharan Africa,25500000,2007,2013,2014,451,2098,independent eval office,0,Health
WB,GHA,Sub-Saharan Africa,42000000,2006,2014,2016,688,3073,independent eval office,0,Infrastructure and Basic Services
WB,GHA,Sub-Saharan Africa,39000000,2007,2014,2015,304,2463,independent eval office,0,Health
WB,GHA,Sub-Saharan Africa,83000000,2007,2015,2017,542,3099,independent eval office,0,Infrastructure and Basic Services
WB,GHA,Sub-Saharan Africa,75500000,2012,2016,2017,299,1421,independent eval office,1,Education
WB,GHA,Sub-Saharan Africa,75000000,2011,2016,2018,404,2104,independent eval office,0,Education
WB,GHA,Sub-Saharan Africa,5000000,2013,2016,2017,365,1304,independent eval office,0,Agriculture and Environment
WB,GHA,Sub-Saharan Africa,120000000,2004,2016,2017,350,4356,independent eval office,0,Infrastructure and Basic Services
WB,GNB,Sub-Saharan Africa,9600000,1993,2000,2001,405,2684,independent eval office,0,Social Services and Welfare
WB,GNB,Sub-Saharan Africa,8000000,1992,2000,2001,232,3148,independent eval office,1,Government and Civil Society
WB,GNB,Sub-Saharan Africa,33500000,1995,2000,2001,222,2019,independent eval office,0,Infrastructure and Basic Services
WB,GNB,Sub-Saharan Africa,25000000,2000,2004,2005,272,1506,independent eval office,0,Government and Civil Society
WB,GNB,Sub-Saharan Africa,18800000,1997,2005,2006,218,2942,independent eval office,1,Government and Civil Society
WB,GNB,Sub-Saharan Africa,66100000,1997,2007,2008,274,3688,independent eval office,0,Social Services and Welfare
WB,GNB,Sub-Saharan Africa,7000000,2004,2008,2009,293,1673,independent eval office,0,Health
WB,GNB,Sub-Saharan Africa,10000000,2008,2009,2010,279,427,independent eval office,0,Government and Civil Society
WB,GNB,Sub-Saharan Africa,31400000,2002,2009,2010,232,2745,independent eval office,0,Agriculture and Environment
WB,GNB,Sub-Saharan Africa,8000000,2009,2009,2012,1107,85,independent eval office,1,Government and Civil Society
WB,GNB,Sub-Saharan Africa,3812500,2004,2010,2013,1051,2043,independent eval office,0,Agriculture and Environment
WB,GNB,Sub-Saharan Africa,6000000,2010,2010,2012,646,168,independent eval office,1,Government and Civil Society
WB,GNB,Sub-Saharan Africa,6400000,2011,2011,2012,334,173,independent eval office,1,Government and Civil Society
WB,GNB,Sub-Saharan Africa,5000000,2008,2013,2015,808,1646,independent eval office,0,Agriculture and Environment
WB,GNB,Sub-Saharan Africa,20000000,2006,2014,2015,452,2846,independent eval office,0,Infrastructure and Basic Services
WB,GNB,Sub-Saharan Africa,22700000,2010,2015,2019,1304,1803,independent eval office,0,Infrastructure and Basic Services
WB,GNB,Sub-Saharan Africa,7000000,2014,2015,2016,341,355,independent eval office,0,Agriculture and Environment
WB,GNB,Sub-Saharan Africa,1950000,2011,2016,2017,265,1902,independent eval office,1,Agriculture and Environment
WB,GEO,Europe & Central Asia,75000000,1995,1996,2003,2579,458,independent eval office,1,Social Services and Welfare
WB,GEO,Europe & Central Asia,60000000,1996,1997,2003,2214,438,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,10100000,1994,1998,2003,1849,1456,independent eval office,1,Government and Civil Society
WB,GEO,Europe & Central Asia,4800000,1996,1998,2003,1665,987,independent eval office,1,Government and Civil Society
WB,GEO,Europe & Central Asia,60000000,1997,1998,2003,1665,483,independent eval office,0,Social Services and Welfare
WB,GEO,Europe & Central Asia,20000000,1996,1999,1999,50,1259,independent eval office,1,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,5000000,1997,1999,2003,1301,847,independent eval office,0,Government and Civil Society
WB,GEO,Europe & Central Asia,75800000,1997,2000,2001,263,1276,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,19600000,1994,2000,2008,2915,2061,independent eval office,0,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,1500000,1997,2000,2001,514,1076,independent eval office,1,Agriculture and Environment
WB,GEO,Europe & Central Asia,25000000,1999,2001,2003,570,915,independent eval office,1,Social Services and Welfare
WB,GEO,Europe & Central Asia,28100000,1997,2002,2008,2001,1995,independent eval office,0,Government and Civil Society
WB,GEO,Europe & Central Asia,19700000,1996,2002,2003,273,2441,independent eval office,0,Health
WB,GEO,Europe & Central Asia,60000000,1999,2002,2008,2265,1206,independent eval office,0,Government and Civil Society
WB,GEO,Europe & Central Asia,2500000,1998,2003,2008,1717,1761,independent eval office,0,Government and Civil Society
WB,GEO,Europe & Central Asia,5000000,1998,2003,2005,502,2014,independent eval office,1,Government and Civil Society
WB,GEO,Europe & Central Asia,24000000,2004,2004,2008,1590,59,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,55000000,2000,2005,2008,802,2046,independent eval office,0,Government and Civil Society
WB,GEO,Europe & Central Asia,26300000,1997,2005,2010,1821,3019,independent eval office,1,Agriculture and Environment
WB,GEO,Europe & Central Asia,20000000,2005,2005,2010,1734,63,independent eval office,1,Government and Civil Society
WB,GEO,Europe & Central Asia,20000000,2006,2006,2010,1351,54,independent eval office,1,Government and Civil Society
WB,GEO,Europe & Central Asia,16200000,1999,2006,2008,914,2558,independent eval office,0,Government and Civil Society
WB,GEO,Europe & Central Asia,21400000,1998,2006,2007,270,2935,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,30900000,2002,2007,2008,225,1977,independent eval office,1,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,28300000,1997,2007,2009,480,3580,independent eval office,0,Health
WB,GEO,Europe & Central Asia,20000000,2007,2007,2010,1134,26,independent eval office,1,Health
WB,GEO,Europe & Central Asia,7600000,1998,2007,2008,321,2995,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,30200000,2003,2007,2008,364,1691,independent eval office,0,Social Services and Welfare
WB,GEO,Europe & Central Asia,19800000,1999,2007,2008,388,2923,independent eval office,0,Social Services and Welfare
WB,GEO,Europe & Central Asia,12410000,2000,2008,2009,452,2972,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,21366000,2002,2008,2009,308,2289,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,12290000,2001,2008,2010,550,2728,independent eval office,0,Government and Civil Society
WB,GEO,Europe & Central Asia,30300000,2001,2008,2009,251,2778,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,22700000,2008,2008,2010,623,189,independent eval office,1,Education
WB,GEO,Europe & Central Asia,31393100,2001,2008,2009,394,2659,independent eval office,0,Education
WB,GEO,Europe & Central Asia,32800000,2001,2009,2012,1231,2863,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,85000000,2009,2009,2018,3248,21,independent eval office,1,Government and Civil Society
WB,GEO,Europe & Central Asia,56573900,2001,2010,2011,498,3254,independent eval office,1,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,23730000,2006,2010,2012,660,1505,independent eval office,0,Education
WB,GEO,Europe & Central Asia,50000000,2010,2010,2018,2818,59,independent eval office,1,Government and Civil Society
WB,GEO,Europe & Central Asia,10268300,2006,2011,2013,872,1856,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,40000000,2011,2011,2018,2377,143,independent eval office,1,Government and Civil Society
WB,GEO,Europe & Central Asia,5900000,2006,2011,2013,1012,1810,independent eval office,0,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,80000000,2007,2011,2013,752,1389,independent eval office,0,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,34710000,2005,2011,2013,728,2235,independent eval office,0,Agriculture and Environment
WB,GEO,Europe & Central Asia,24760000,2002,2012,2013,317,3621,independent eval office,0,Health
WB,GEO,Europe & Central Asia,15000000,2006,2012,2018,2310,2205,independent eval office,0,Government and Civil Society
WB,GEO,Europe & Central Asia,60000000,2012,2012,2017,1787,20,independent eval office,0,Government and Civil Society
WB,GEO,Europe & Central Asia,27440000,2004,2012,2014,897,2754,independent eval office,0,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,28343000,2006,2013,2014,365,2399,independent eval office,1,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,65400000,2008,2014,2015,272,2281,independent eval office,1,Multisector and Unallocated
WB,GEO,Europe & Central Asia,37500000,2009,2015,2016,285,2119,independent eval office,1,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,184120000,2009,2016,2017,356,2485,independent eval office,1,Infrastructure and Basic Services
WB,GEO,Europe & Central Asia,75000000,2012,2017,2018,264,2112,independent eval office,0,Multisector and Unallocated
WB,GRD,Latin America & Caribbean,9900000,1995,2001,2002,234,2202,independent eval office,0,Government and Civil Society
WB,GRD,Latin America & Caribbean,11790000,2000,2005,2006,254,1901,independent eval office,0,Infrastructure and Basic Services
WB,GRD,Latin America & Caribbean,4500000,2002,2006,2007,257,1576,independent eval office,1,Infrastructure and Basic Services
WB,GRD,Latin America & Caribbean,7220000,2002,2009,2011,645,2532,independent eval office,0,Health
WB,GRD,Latin America & Caribbean,10000000,2004,2009,2010,283,1686,independent eval office,1,Social Services and Welfare
WB,GRD,Latin America & Caribbean,8000000,2010,2010,2012,624,57,independent eval office,1,Government and Civil Society
WB,GRD,Latin America & Caribbean,11300000,2003,2011,2012,452,2925,independent eval office,0,Education
WB,GRD,Latin America & Caribbean,2780000,2008,2012,2013,319,1570,independent eval office,0,Government and Civil Society
WB,GRD,Latin America & Caribbean,4500000,2009,2013,2014,338,1691,independent eval office,0,Education
WB,GRD,Latin America & Caribbean,3500000,2005,2013,2014,424,2663,independent eval office,0,Government and Civil Society
WB,GTM,Latin America & Caribbean,120000000,1992,1996,1997,359,1314,independent eval office,1,Multisector and Unallocated
WB,GTM,Latin America & Caribbean,42800000,1988,1998,1999,229,3677,independent eval office,0,Education
WB,GTM,Latin America & Caribbean,49100000,1988,1999,2000,231,4041,independent eval office,1,Infrastructure and Basic Services
WB,GTM,Latin America & Caribbean,80000000,1992,1999,1999,140,2318,independent eval office,1,Social Services and Welfare
WB,GTM,Latin America & Caribbean,10500000,1995,1999,2000,316,1492,independent eval office,1,Government and Civil Society
WB,GTM,Latin America & Caribbean,46800000,1997,2002,2004,745,1945,independent eval office,1,Education
WB,GTM,Latin America & Caribbean,15700000,1997,2002,2003,377,1638,independent eval office,1,Government and Civil Society
WB,GTM,Latin America & Caribbean,64000000,1998,2003,2004,455,1664,independent eval office,0,Social Services and Welfare
WB,GTM,Latin America & Caribbean,18500000,1997,2004,2003,-122,2474,independent eval office,0,Multisector and Unallocated
WB,GTM,Latin America & Caribbean,20000000,1999,2004,2010,2016,2176,independent eval office,0,Government and Civil Society
WB,GTM,Latin America & Caribbean,37600000,1998,2006,2007,339,2894,independent eval office,0,Social Services and Welfare
WB,GTM,Latin America & Caribbean,350000000,2002,2006,2012,2011,1646,independent eval office,1,Social Services and Welfare
WB,GTM,Latin America & Caribbean,100000000,2005,2006,2009,1380,189,independent eval office,0,Multisector and Unallocated
WB,GTM,Latin America & Caribbean,30000000,1997,2007,2007,257,3502,independent eval office,0,Government and Civil Society
WB,GTM,Latin America & Caribbean,38800000,1998,2007,2010,1187,3040,independent eval office,0,Multisector and Unallocated
WB,GTM,Latin America & Caribbean,100000000,2006,2007,2009,849,302,independent eval office,0,Multisector and Unallocated
WB,GTM,Latin America & Caribbean,49700000,1998,2007,2008,342,3163,independent eval office,0,Government and Civil Society
WB,GTM,Latin America & Caribbean,136500000,1997,2007,2008,269,3488,independent eval office,0,Infrastructure and Basic Services
WB,GTM,Latin America & Caribbean,100000000,2007,2008,2009,506,307,independent eval office,0,Multisector and Unallocated
WB,GTM,Latin America & Caribbean,82500896,2001,2008,2009,354,2739,independent eval office,1,Education
WB,GTM,Latin America & Caribbean,200000000,2008,2009,2011,953,149,independent eval office,0,Government and Civil Society
WB,GTM,Latin America & Caribbean,33300000,2000,2009,2010,365,3120,independent eval office,0,Social Services and Welfare
WB,GTM,Latin America & Caribbean,5900000,2002,2009,2010,300,2562,independent eval office,1,Social Services and Welfare
WB,GTM,Latin America & Caribbean,85000000,2009,2010,2015,1722,440,independent eval office,0,Multisector and Unallocated
WB,GTM,Latin America & Caribbean,350000000,2009,2010,2011,654,168,independent eval office,0,Government and Civil Society
WB,GTM,Latin America & Caribbean,33200000,2002,2011,2012,356,3395,independent eval office,1,Government and Civil Society
WB,GTM,Latin America & Caribbean,100000000,2010,2012,2013,325,753,independent eval office,1,Government and Civil Society
WB,GTM,Latin America & Caribbean,63720000,2003,2013,2014,456,3800,independent eval office,0,Infrastructure and Basic Services
WB,GTM,Latin America & Caribbean,49000000,2006,2013,2015,922,2688,independent eval office,0,Health
WB,GTM,Latin America & Caribbean,60000000,2006,2014,2016,540,3199,independent eval office,0,Agriculture and Environment
WB,GTM,Latin America & Caribbean,340000000,2014,2015,2016,457,287,independent eval office,0,Government and Civil Society
WB,GTM,Latin America & Caribbean,64300000,2006,2015,2017,546,3183,independent eval office,0,Agriculture and Environment
WB,GTM,Latin America & Caribbean,100000000,2007,2015,2017,484,3191,independent eval office,0,Education
WB,GIN,Sub-Saharan Africa,8100000,1992,1995,2003,2861,1286,independent eval office,0,Government and Civil Society
WB,GIN,Sub-Saharan Africa,14600000,1992,1996,1997,395,1237,independent eval office,1,Infrastructure and Basic Services
WB,GIN,Sub-Saharan Africa,102500000,1989,1997,2000,955,3174,independent eval office,1,Government and Civil Society
WB,GIN,Sub-Saharan Africa,150000000,1992,1998,1999,332,2245,independent eval office,0,Government and Civil Society
WB,GIN,Sub-Saharan Africa,81700000,1990,1998,1999,281,3017,independent eval office,1,Government and Civil Society
WB,GIN,Sub-Saharan Africa,26000000,1994,1999,2003,1584,1716,independent eval office,0,Government and Civil Society
WB,GIN,Sub-Saharan Africa,83000000,1997,1999,2003,1584,561,independent eval office,0,Government and Civil Society
WB,GIN,Sub-Saharan Africa,35000000,1996,2000,2001,214,1734,independent eval office,1,Agriculture and Environment
WB,GIN,Sub-Saharan Africa,7400000,1995,2001,2003,542,2225,independent eval office,1,Government and Civil Society
WB,GIN,Sub-Saharan Africa,16800000,1996,2001,2002,409,1852,independent eval office,1,Agriculture and Environment
WB,GIN,Sub-Saharan Africa,4900000,1998,2002,2003,528,1355,independent eval office,1,Government and Civil Society
WB,GIN,Sub-Saharan Africa,42500000,1995,2002,2003,388,2609,independent eval office,1,Education
WB,GIN,Sub-Saharan Africa,20800000,1992,2002,2003,265,3834,independent eval office,0,Agriculture and Environment
WB,GIN,Sub-Saharan Africa,24600000,1994,2002,2003,401,2952,independent eval office,1,Health
WB,GIN,Sub-Saharan Africa,50000000,2001,2002,2003,488,341,independent eval office,0,Government and Civil Society
WB,GIN,Sub-Saharan Africa,44000000,1998,2003,2004,254,1856,independent eval office,0,Government and Civil Society
WB,GIN,Sub-Saharan Africa,24000000,1999,2005,2006,283,1988,independent eval office,0,Government and Civil Society
WB,GIN,Sub-Saharan Africa,19500000,1999,2005,2006,203,2263,independent eval office,1,Infrastructure and Basic Services
WB,GIN,Sub-Saharan Africa,31500000,1997,2005,2006,275,3180,independent eval office,0,Infrastructure and Basic Services
WB,GIN,Sub-Saharan Africa,22000000,1999,2007,2011,1150,3233,independent eval office,0,Infrastructure and Basic Services
WB,GIN,Sub-Saharan Africa,22300000,2002,2008,2012,1198,2210,independent eval office,0,Health
WB,GIN,Sub-Saharan Africa,2500000,2008,2008,2011,810,47,independent eval office,0,Agriculture and Environment
WB,GIN,Sub-Saharan Africa,15000000,2007,2011,2015,1428,1416,independent eval office,0,Multisector and Unallocated
WB,GIN,Sub-Saharan Africa,78000000,2011,2011,2012,302,132,independent eval office,0,Government and Civil Society
WB,GIN,Sub-Saharan Africa,5000000,2008,2012,2013,464,1380,independent eval office,0,Agriculture and Environment
WB,GIN,Sub-Saharan Africa,5000000,2002,2013,2015,698,4016,independent eval office,0,Infrastructure and Basic Services
WB,GIN,Sub-Saharan Africa,30300000,2004,2013,2014,474,3230,independent eval office,0,Infrastructure and Basic Services
WB,GIN,Sub-Saharan Africa,420140000,2001,2013,2015,482,4516,independent eval office,0,Education
WB,GIN,Sub-Saharan Africa,27800000,2005,2013,2015,405,3134,independent eval office,0,Health
WB,GIN,Sub-Saharan Africa,23530000,2006,2013,2015,543,2749,independent eval office,0,Agriculture and Environment
WB,GIN,Sub-Saharan Africa,56000000,2007,2014,2016,517,2696,independent eval office,0,Agriculture and Environment
WB,GIN,Sub-Saharan Africa,26200000,2006,2014,2016,547,3114,independent eval office,0,Agriculture and Environment
WB,GIN,Sub-Saharan Africa,117800000,2008,2014,2016,519,2345,independent eval office,0,Education
WB,GIN,Sub-Saharan Africa,20000000,2012,2015,2016,476,1092,independent eval office,1,Agriculture and Environment
WB,GIN,Sub-Saharan Africa,50000000,2014,2015,2016,456,229,independent eval office,0,Government and Civil Society
WB,GIN,Sub-Saharan Africa,7200000,2006,2016,2017,540,3661,independent eval office,0,Infrastructure and Basic Services
WB,GIN,Sub-Saharan Africa,10000000,2013,2017,2018,347,1647,independent eval office,0,Agriculture and Environment
WB,GUY,Latin America & Caribbean,40500000,1993,1996,1997,279,1202,independent eval office,1,Government and Civil Society
WB,GUY,Latin America & Caribbean,11700000,1992,1997,1998,273,1979,independent eval office,1,Social Services and Welfare
WB,GUY,Latin America & Caribbean,15500000,1995,1998,2004,2177,1106,independent eval office,0,Specific Niche Categories
WB,GUY,Latin America & Caribbean,22000000,1993,1999,2000,376,2314,independent eval office,1,Government and Civil Society
WB,GUY,Latin America & Caribbean,4000000,1994,1999,2004,1812,1658,independent eval office,0,Social Services and Welfare
WB,GUY,Latin America & Caribbean,33200000,1993,1999,2000,350,2288,independent eval office,0,Infrastructure and Basic Services
WB,GUY,Latin America & Caribbean,5600000,1999,2002,2004,532,1141,independent eval office,0,Social Services and Welfare
WB,GUY,Latin America & Caribbean,10200000,1998,2002,2003,322,1254,independent eval office,1,Agriculture and Environment
WB,GUY,Latin America & Caribbean,12000000,2002,2003,2006,957,359,independent eval office,0,Health
WB,GUY,Latin America & Caribbean,33000000,1993,2004,2004,270,3749,independent eval office,1,Infrastructure and Basic Services
WB,GUY,Latin America & Caribbean,19300000,1996,2004,2005,344,3003,independent eval office,1,Government and Civil Society
WB,GUY,Latin America & Caribbean,9600000,2006,2006,2007,448,105,independent eval office,1,Social Services and Welfare
WB,GUY,Latin America & Caribbean,5289000,2002,2007,2008,365,1668,independent eval office,1,Government and Civil Society
WB,GUY,Latin America & Caribbean,11000000,2004,2010,2011,531,2117,independent eval office,1,Social Services and Welfare
WB,GUY,Latin America & Caribbean,12300000,2005,2011,2013,816,2072,independent eval office,1,Infrastructure and Basic Services
WB,GUY,Latin America & Caribbean,4000000,2004,2012,2014,557,2922,independent eval office,0,Education
WB,GUY,Latin America & Caribbean,5000000,2007,2013,2015,556,2150,independent eval office,0,Multisector and Unallocated
WB,GUY,Latin America & Caribbean,5121000,2010,2015,2016,488,1751,independent eval office,0,Education
WB,HTI,Latin America & Caribbean,40000000,1994,1995,1997,683,192,independent eval office,1,Social Services and Welfare
WB,HTI,Latin America & Caribbean,56400000,1995,1997,1998,299,659,independent eval office,1,Government and Civil Society
WB,HTI,Latin America & Caribbean,23600000,1991,1998,1999,282,2721,independent eval office,1,Government and Civil Society
WB,HTI,Latin America & Caribbean,27600000,1989,1999,1999,197,3505,independent eval office,0,Infrastructure and Basic Services
WB,HTI,Latin America & Caribbean,31200000,1989,1999,2000,329,3655,independent eval office,0,Government and Civil Society
WB,HTI,Latin America & Caribbean,24600000,1989,2000,2000,258,3769,independent eval office,0,Government and Civil Society
WB,HTI,Latin America & Caribbean,21500000,1996,2001,2003,457,1931,independent eval office,0,Agriculture and Environment
WB,HTI,Latin America & Caribbean,30000000,1990,2001,2002,377,4092,independent eval office,0,Social Services and Welfare
WB,HTI,Latin America & Caribbean,47400000,1995,2001,2003,410,2475,independent eval office,0,Infrastructure and Basic Services
WB,HTI,Latin America & Caribbean,61000000,2005,2006,2007,345,438,independent eval office,1,Government and Civil Society
WB,HTI,Latin America & Caribbean,2000000,2005,2009,2010,258,1576,independent eval office,1,Government and Civil Society
WB,HTI,Latin America & Caribbean,23000000,2007,2009,2011,654,906,independent eval office,0,Education
WB,HTI,Latin America & Caribbean,9000000,2007,2010,2012,405,1394,independent eval office,0,Multisector and Unallocated
WB,HTI,Latin America & Caribbean,30000000,2010,2010,2012,821,18,independent eval office,0,Government and Civil Society
WB,HTI,Latin America & Caribbean,12500000,2009,2010,2011,596,48,independent eval office,0,Government and Civil Society
WB,HTI,Latin America & Caribbean,5250000,2007,2011,2015,1242,1796,independent eval office,0,Infrastructure and Basic Services
WB,HTI,Latin America & Caribbean,12000000,2005,2011,2014,744,2550,independent eval office,0,Multisector and Unallocated
WB,HTI,Latin America & Caribbean,2000000,2006,2011,2012,355,1836,independent eval office,0,Government and Civil Society
WB,HTI,Latin America & Caribbean,25000000,2007,2012,2017,1819,1862,independent eval office,0,Education
WB,HTI,Latin America & Caribbean,6000000,2008,2012,2013,405,1523,independent eval office,0,Education
WB,HTI,Latin America & Caribbean,2130220,2008,2012,2013,508,1447,independent eval office,0,Agriculture and Environment
WB,HTI,Latin America & Caribbean,5000000,2009,2012,2013,307,1183,independent eval office,0,Education
WB,HTI,Latin America & Caribbean,40300000,2005,2013,2014,473,2894,independent eval office,0,Agriculture and Environment
WB,HTI,Latin America & Caribbean,7474760,2006,2013,2014,486,2585,independent eval office,0,Infrastructure and Basic Services
WB,HTI,Latin America & Caribbean,34000000,2006,2013,2014,518,2667,independent eval office,0,Infrastructure and Basic Services
WB,HTI,Latin America & Caribbean,15000000,2011,2014,2015,297,1167,independent eval office,0,Health
WB,HTI,Latin America & Caribbean,5000000,2009,2014,2015,303,1893,independent eval office,0,Agriculture and Environment
WB,HTI,Latin America & Caribbean,20000000,2013,2014,2015,462,377,independent eval office,0,Government and Civil Society
WB,HTI,Latin America & Caribbean,20000000,2008,2015,2017,761,2385,independent eval office,0,Multisector and Unallocated
WB,HTI,Latin America & Caribbean,22000000,2009,2015,2016,425,2150,independent eval office,0,Education
WB,HTI,Latin America & Caribbean,17580000,2014,2015,2017,547,549,independent eval office,0,Government and Civil Society
WB,HTI,Latin America & Caribbean,65000000,2011,2016,2018,424,2068,independent eval office,0,Multisector and Unallocated
WB,HTI,Latin America & Caribbean,46700000,2008,2016,2018,454,3133,independent eval office,0,Agriculture and Environment
WB,HND,Latin America & Caribbean,50200000,1981,1987,1987,154,2016,internal,1,Agriculture and Environment
WB,HND,Latin America & Caribbean,33200000,1992,1995,1996,458,1152,independent eval office,1,Infrastructure and Basic Services
WB,HND,Latin America & Caribbean,67500000,1992,1995,1996,419,1223,independent eval office,1,Social Services and Welfare
WB,HND,Latin America & Caribbean,205600000,1991,1996,1997,528,1613,independent eval office,0,Infrastructure and Basic Services
WB,HND,Latin America & Caribbean,110000000,1993,1997,1999,770,1425,independent eval office,0,Social Services and Welfare
WB,HND,Latin America & Caribbean,200000000,1998,1999,2001,443,364,independent eval office,1,Infrastructure and Basic Services
WB,HND,Latin America & Caribbean,112600000,1995,1999,2006,2372,1633,independent eval office,0,Infrastructure and Basic Services
WB,HND,Latin America & Caribbean,16700000,1996,2000,2006,2250,1604,independent eval office,0,Government and Civil Society
WB,HND,Latin America & Caribbean,101500000,1996,2001,2006,1762,2092,independent eval office,0,Infrastructure and Basic Services
WB,HND,Latin America & Caribbean,53100000,1995,2001,2004,896,2470,independent eval office,1,Government and Civil Society
WB,HND,Latin America & Caribbean,54200000,1993,2001,2002,427,3089,independent eval office,0,Education
WB,HND,Latin America & Caribbean,12500000,1995,2001,2003,741,2136,independent eval office,0,Government and Civil Society
WB,HND,Latin America & Caribbean,137000000,1998,2002,2006,1367,1539,independent eval office,0,Government and Civil Society
WB,HND,Latin America & Caribbean,20000000,1999,2003,2004,393,1574,independent eval office,1,Infrastructure and Basic Services
