"Country Name","Country Code","Indicator Name","Indicator Code","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Sierra Leone","SLE","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Sierra Leone","SLE","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","3","3","3","2.5","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"Sierra Leone","SLE","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","3","2.5","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3.5",
"Sierra Leone","SLE","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","3","3","3","3.2","3.16666666666667","3.16666666666667","3.16666666666667","3.16666666666667","3.16666666666667","3.16667","3.16667","3.16666666666667","3.16666666666667","3.16666666666667","3","3","3","3",
"Sierra Leone","SLE","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","3.5","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Sierra Leone","SLE","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2.5","2.5","2.5","2.5","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"Sierra Leone","SLE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","3.11666666666667","3.09166666666667","3.09166666666667","3.1","3.20833333333333","3.25833333333333","3.30833333333333","3.26666666666667","3.26666666666667","3.26667","3.26667","3.24166666666667","3.24166666666667","3.15833333333333","3.11666666666667","3.14166666666667","3.191667","3.2",
"Solomon Islands","SLB","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3.5","3.5",
"Solomon Islands","SLB","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","2.5","2.5","2.5","3","2.5","2.5","3","3","3","3","3","3","3","3","3","3","3","3",
"Solomon Islands","SLB","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","2.5","2.5","2.5","2.5","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Solomon Islands","SLB","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","3.16666666666667","3.2","3","2.8","3","3","3.33333333333333","3.33333333333333","3.33333333333333","3.33333","3.33333","3.33333","3.16666666666667","3.16666666666667","3.166667","3.16666666666667","3.166667","3.166667",
"Solomon Islands","SLB","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","2.5","3.5","2.5","2.5","2.5","3","3","3","3","3","3","3","3","3","3","3","3","3",
"Solomon Islands","SLB","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5",
"Solomon Islands","SLB","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"Solomon Islands","SLB","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","3.5","3.5","3","2.5","2.5","2.5","3","3","3","3","3","3","2.5","2.5","2.5","2.5","2.5","2.5",
"Solomon Islands","SLB","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"Solomon Islands","SLB","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Solomon Islands","SLB","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","2.7","2.6","2.6","2.6","2.6","2.6","2.6","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.8","2.8",
"Solomon Islands","SLB","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","2","2","2","2","2","2","2","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5",
"Solomon Islands","SLB","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","2.5","2.5","2.5","3","3","3","3","3","3","3","3","3","3","3","3","3","2.5","3",
"Solomon Islands","SLB","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","2.6","2.5","2.5","2.6","2.6","2.7","2.8","2.8","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.7","2.6","2.7",
"Solomon Islands","SLB","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","3","2.5","2.5","2.5","2.5","2.5","3","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5",
"Solomon Islands","SLB","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2",
"Solomon Islands","SLB","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","2.5","3.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5",
"Solomon Islands","SLB","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","2.83333333333333","2.8","2.83333333333333","3","2.83333333333333","2.83333333333333","3","3","3","3","3.16667","3.16667","3.16666666666667","3.16666666666667","3.166667","3.16666666666667","3.166667","3.166667",
"Solomon Islands","SLB","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","3","3.5","3","3","3","3","3","3","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"Solomon Islands","SLB","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"Solomon Islands","SLB","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","2.825","2.775","2.73333333333333","2.8","2.75833333333333","2.78333333333333","2.93333333333333","2.95833333333333","2.93333333333333","2.93333","2.975","2.975","2.93333333333333","2.93333333333333","2.933333","2.93333333333333","2.933333","2.958333",
"Somalia","SOM","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","","","","","","","","","","","","","2","","2.5","2.5","2.5","2.5",
"Somalia","SOM","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","","","","","","","","","","","","","1.5","","1","1","2","2",
"Somalia","SOM","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","","","","","","","","","","","","","1.5","","1.5","1.5","1.5","1.5",
"Somalia","SOM","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","","","","","","","","","","","","","1.83333333333333","","2","2","2","2",
"Somalia","SOM","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","","","","","","","","","","","","","2.5","","2.5","2.5","2.5","2.5",
"Somalia","SOM","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","","","","","","","","","","","","","2","","3","3","3","3",
"Somalia","SOM","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","","","","","","","","","","","","","2","","2","2","2","2",
"Somalia","SOM","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","","","","","","","","","","","","","2","","2.5","2.5","2.5","2.5",
"Somalia","SOM","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","","","","","","","","","","","","","2","","2","2","2","2",
"Somalia","SOM","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","","","","","","","","","","","","","2","","2","2","2","2",
"Somalia","SOM","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","","","","","","","","","","","","","2","","2.4","2.4","2.4","2.4",
"Somalia","SOM","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","","","","","","","","","","","","","2","","2","2","2","2",
"Somalia","SOM","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","","","","","","","","","","","","","1","","1","1","1","1",
"Somalia","SOM","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","","","","","","","","","","","","","1.8","","2","2","1.9","1.9",
"Somalia","SOM","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","","","","","","","","","","","","","2","","2.5","2.5","2.5","2.5",
"Somalia","SOM","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","","","","","","","","","","","","","2","","2","2","2","2",
"Somalia","SOM","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","","","","","","","","","","","","","2","","2.5","2.5","2.5","2.5",
"Somalia","SOM","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","","","","","","","","","","","","","1.66666666666667","","1.5","1.66666666666667","2.166667","2.166667",
"Somalia","SOM","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","","","","","","","","","","","","","1.5","","1.5","2","2.5","2.5",
"Somalia","SOM","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","","","","","","","","","","","","","1.5","","2","2","1.5","1.5",
"Somalia","SOM","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","1.825","","1.975","2.01666666666667","2.116667","2.116667",
"South Sudan","SSD","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2","2","2","2","2.5",
"South Sudan","SSD","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","","","","","","","","2.5","2.5","2","2","2","2","2","1.5","1.5","1.5","1.5",
"South Sudan","SSD","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","","","","","","","","1.5","1.5","1.5","1.5","1","1","1","1","1.5","1.5","1.5",
"South Sudan","SSD","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","","","","","","","","1.83333333333333","1.83333333333333","1.83333","1.5","1","1","1","1","1.16666666666667","1.5","1.5",
"South Sudan","SSD","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","","","","","","","","2","2","2","2","2","2","2","2","2","2","2",
"South Sudan","SSD","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","","","","","","","","2.5","2.5","2","2","2","2","2","2","2","2","2",
"South Sudan","SSD","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","","","","","","","","2.5","2.5","2.5","2.5","2","2","2","2","2","2","2",
"South Sudan","SSD","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","","","","","","","","2","2","2","1.5","1","1","1","1","1","1","1",
"South Sudan","SSD","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","","","","","","","","2.5","2.5","2.5","2.5","2","2","1.5","1.5","1.5","1.5","1.5",
"South Sudan","SSD","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","","","","","","","","2","2","2","1.5","1","1","1","1","1","2","2",
"South Sudan","SSD","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","","","","","","","","2.3","2.2","2.1","2.1","1.8","1.7","1.5","1.5","1.5","1.5","1.6",
"South Sudan","SSD","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","","","","","","","","2.5","2","2","2","1","1","1","1","1","1","1",
"South Sudan","SSD","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","","","","","","","","2","2","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5",
"South Sudan","SSD","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","","","","","","","","2","2","1.9","1.7","1.5","1.4","1.4","1.4","1.4","1.4","1.4",
"South Sudan","SSD","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","","","","","","","","2","2","2","1.5","1","1","1","1","1","1","1",
"South Sudan","SSD","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","","","","","","","","2","2","2","2","1.5","1","1","1","1","1","1",
"South Sudan","SSD","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","","","","","","","","1.5","1.5","1.5","1.5","1.5","1","1","1","1","1","1",
"South Sudan","SSD","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","","","","","","","","2.33333333333333","2.33333333333333","2.16667","2.16667","2","2","2","1.83333333333333","1.83333333333333","2","2",
"South Sudan","SSD","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","","","","","","","","2","2","2","2","2","2","2","2","2","2.5","2.5",
"South Sudan","SSD","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","","","","","","","","2","2","2","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5",
"South Sudan","SSD","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","2.11666666666667","2.09166666666667","2","1.86667","1.575","1.525","1.475","1.43333333333333","1.475","1.6","1.625",
"Sri Lanka","LKA","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","4.5","4","4","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","","","","4.5","","","4.5",
"Sri Lanka","LKA","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","4","4","4","4","4","4","4","4","4","4","4","","","","4","","","3.5",
"Sri Lanka","LKA","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","","","","3","","","2",
"Sri Lanka","LKA","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","3.33333333333333","3.2","3","3","3.16666666666667","3.16666666666667","3.16666666666667","3.16666666666667","3.16666666666667","3.16667","2.83333","","","","3","","","2",
"Sri Lanka","LKA","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","","","","3","","","3",
"Sri Lanka","LKA","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","","","","3.5","","","3",
"Sri Lanka","LKA","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","4","4","4","3.5","3.5","4","4","4","4","4","3.5","","","","3.5","","","3",
"Sri Lanka","LKA","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","3","3","3","3","3","3","3","3","3","3","2.5","","","","2.5","","","1.5",
"Sri Lanka","LKA","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","4","4","4","4","4","4","4","4","4","4","4","","","","4","","","4",
"Sri Lanka","LKA","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","3.5","3","2.5","2.5","3","3","3","3","3","3","2.5","","","","3.5","","","2.5",
"Sri Lanka","LKA","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.8","3.7","3.7","3.8","3.8","3.7","3.6","3.6","3.6","3.6","3.6","","","","3.7","","","3.6",
"Sri Lanka","LKA","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","3.5","3.5","3.5","3.5","3.5","3","2.5","2.5","2.5","2.5","2.5","","","","3.5","","","3.5",
"Sri Lanka","LKA","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","3.5","3.5","3","3","3.5","3.5","3.5","3.5","3","3","3.5","","","","3","","","3",
"Sri Lanka","LKA","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","3.5","3.5","3.3","3.3","3.4","3.4","3.4","3.4","3.3","3.3","3.4","","","","3.3","","","3.3",
"Sri Lanka","LKA","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","4","4","4","4","4","4","4","4","4","4","4","","","","4","","","4",
"Sri Lanka","LKA","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","3","3","3","3","3","3","3","3","3","3","3","","","","3.5","","","3.5",
"Sri Lanka","LKA","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","3.5","4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","","","","3","","","3",
"Sri Lanka","LKA","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","3.83333333333333","3.8","3.83333333333333","3.7","3.66666666666667","3.83333333333333","4","4","4","4","3.66667","","","","3.833333","","","3.333333",
"Sri Lanka","LKA","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","3.5","4","3.5","3.5","3.5","3.5","4","4","4","4","3.5","","","","4","","","3.5",
"Sri Lanka","LKA","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","3.5","3.5","3","3","3","3","3","3","3","3","3","","","","3","","","3",
"Sri Lanka","LKA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","3.61666666666667","3.55","3.45833333333333","3.4","3.50833333333333","3.525","3.54166666666667","3.54166666666667","3.51666666666667","3.51667","3.375","","","","3.458333","","","3.058333",
"St. Lucia","LCA","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4.5","4.5","4.5","4.5",
"St. Lucia","LCA","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4","4","3.5","3.5","3.5","3.5",
"St. Lucia","LCA","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","4","4","4","3.5","3.5","3.5","3","3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","3","3","3",
"St. Lucia","LCA","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","4","4","4","3.7","3.66666666666667","3.66666666666667","3.5","3.5","3.16666666666667","3","3","3","3","3","3.333333","3.5","3.5","3.5",
"St. Lucia","LCA","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.5","3.5","4","4","4.5","4.5","4.5","4.5","4.5","4.5","4","4","4","4","4","4","4","4",
"St. Lucia","LCA","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3.5","3.5","4","4","4","4","3.5","3.5","3.5","4","4","4","4","4","4","4","4","4",
"St. Lucia","LCA","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","4","4","4","4","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3","3","3","3",
"St. Lucia","LCA","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3","3","3","3",
"St. Lucia","LCA","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","4.5","4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","4","4","4","4","4","4",
"St. Lucia","LCA","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","4.5","4.5","4.5","4","4","4","4","4","4","3.5","3.5","3.5","3.5","3.5","4.5","4.5","4.5","4.5",
"St. Lucia","LCA","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.8","3.8","3.8","3.8","3.7","3.7","3.6","3.6","3.6","3.7","3.7","3.7","3.8","3.8","3.9","3.9","3.9","3.9",
"St. Lucia","LCA","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"St. Lucia","LCA","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"St. Lucia","LCA","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","3.9","3.8","3.9","3.9","4","4","4","4","4","3.9","3.7","3.8","3.8","3.8","3.8","3.8","3.8","3.8",
"St. Lucia","LCA","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","2.5","3","3","3","3","3","3","3",
"St. Lucia","LCA","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"St. Lucia","LCA","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","3.5","3.5","4","4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"St. Lucia","LCA","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","4.16666666666667","4.2","4.16666666666667","4.2","4","4","4","4","3.83333333333333","3.83333","3.83333","3.83333","3.66666666666667","3.66666666666667","3.5","3.5","3.5","3.5",
"St. Lucia","LCA","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"St. Lucia","LCA","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5",
"St. Lucia","LCA","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","3.96666666666667","3.94166666666667","3.96666666666667","3.9","3.84166666666667","3.84166666666667","3.775","3.775","3.65","3.60833","3.55833333333333","3.58333","3.56666666666667","3.56666666666667","3.633333","3.675","3.675","3.675",
"St. Vincent and the Grenadines","VCT","CPIA building human resources rating (1=low to 6=high)","IQ.CPA.HRES.XQ","4","4","4","4","4","4","4","4","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5",
"St. Vincent and the Grenadines","VCT","CPIA business regulatory environment rating (1=low to 6=high)","IQ.CPA.BREG.XQ","4.5","4.5","4.5","4.5","4.5","4.5","4","4","4","4","4","4","4","4","3.5","3.5","3.5","3.5",
"St. Vincent and the Grenadines","VCT","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","4","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3.5","3.5","3.5","3.5","3.5",
"St. Vincent and the Grenadines","VCT","CPIA economic management cluster average (1=low to 6=high)","IQ.CPA.ECON.XQ","4","3.7","3.66666666666667","3.7","3.66666666666667","3.66666666666667","3.66666666666667","3.5","3.5","3.33333","3.33333","3.16667","3.16666666666667","3.33333333333333","3.666667","3.66666666666667","3.666667","3.666667",
"St. Vincent and the Grenadines","VCT","CPIA efficiency of revenue mobilization rating (1=low to 6=high)","IQ.CPA.REVN.XQ","3.5","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"St. Vincent and the Grenadines","VCT","CPIA equity of public resource use rating (1=low to 6=high)","IQ.CPA.PRES.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","3.5","3.5","3","3",
"St. Vincent and the Grenadines","VCT","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","4","4","4","4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"St. Vincent and the Grenadines","VCT","CPIA fiscal policy rating (1=low to 6=high)","IQ.CPA.FISP.XQ","4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3","3","3",
"St. Vincent and the Grenadines","VCT","CPIA gender equality rating (1=low to 6=high)","IQ.CPA.GNDR.XQ","4.5","4.5","4","4","4","4","4","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"St. Vincent and the Grenadines","VCT","CPIA macroeconomic management rating (1=low to 6=high)","IQ.CPA.MACR.XQ","4","4","4","4","4","4","4","4","4","4","4","3.5","3.5","3.5","4.5","4.5","4.5","4.5",
"St. Vincent and the Grenadines","VCT","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","3.8","3.8","3.7","3.7","3.7","3.7","3.7","3.6","3.6","3.5","3.6","3.6","3.6","3.6","3.7","3.8","3.6","3.6",
"St. Vincent and the Grenadines","VCT","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","4","3.5","3.5",
"St. Vincent and the Grenadines","VCT","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"St. Vincent and the Grenadines","VCT","CPIA public sector management and institutions cluster average (1=low to 6=high)","IQ.CPA.PUBS.XQ","3.7","3.7","3.8","3.8","3.8","3.8","3.8","3.8","3.8","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7",
"St. Vincent and the Grenadines","VCT","CPIA quality of budgetary and financial management rating (1=low to 6=high)","IQ.CPA.FINQ.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3","3","3","3","3",
"St. Vincent and the Grenadines","VCT","CPIA quality of public administration rating (1=low to 6=high)","IQ.CPA.PADM.XQ","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"St. Vincent and the Grenadines","VCT","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","3.5","2","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"St. Vincent and the Grenadines","VCT","CPIA structural policies cluster average (1=low to 6=high)","IQ.CPA.STRC.XQ","4.16666666666667","4.2","4.16666666666667","4.2","4","4","4","4","4","4","3.83333","3.83333","3.83333333333333","3.83333333333333","3.666667","3.66666666666667","3.666667","3.666667",
"St. Vincent and the Grenadines","VCT","CPIA trade rating (1=low to 6=high)","IQ.CPA.TRAD.XQ","4","2.5","4","4","4","4","4.5","4.5","4.5","4.5","4","4","4","4","4","4","4","4",
